InvoiceNo,InvoiceDate,TTL_price,CustomerID
536544,01-12-2010 14:32,2987.7200000000016,
536545,01-12-2010 14:32,0.0,
536546,01-12-2010 14:33,0.0,
536547,01-12-2010 14:33,0.0,
536549,01-12-2010 14:34,0.0,
536550,01-12-2010 14:34,0.0,
536551,01-12-2010 14:34,78.78000000000002,17346.0
536552,01-12-2010 14:34,0.0,
536553,01-12-2010 14:35,0.0,
536554,01-12-2010 14:35,0.0,
536555,01-12-2010 14:37,2.9699999999999998,
536556,01-12-2010 14:38,32.15,17643.0
536557,01-12-2010 14:41,251.68999999999983,17841.0
536558,01-12-2010 14:48,19.95,
536559,01-12-2010 14:54,18.15,17873.0
536560,01-12-2010 15:00,67.35000000000001,13093.0
536561,01-12-2010 15:06,37.25,12921.0
536562,01-12-2010 15:08,90.30000000000001,13468.0
536563,01-12-2010 15:08,23.619999999999997,17760.0
536564,01-12-2010 15:08,11.399999999999999,13468.0
536565,01-12-2010 15:15,6.7,
536566,01-12-2010 15:21,7.5,16928.0
536567,01-12-2010 15:27,12.549999999999999,16048.0
536568,01-12-2010 15:28,0.42,16048.0
536569,01-12-2010 15:35,286.5999999999998,16274.0
536570,01-12-2010 15:35,26.79,14496.0
536571,01-12-2010 15:37,41.79,14696.0
536572,01-12-2010 15:40,50.55000000000002,16539.0
536573,01-12-2010 15:45,3.91,17025.0
536574,01-12-2010 15:46,5.95,17025.0
536575,01-12-2010 16:01,16.79,13777.0
536576,01-12-2010 16:11,36.9,13777.0
536577,01-12-2010 16:13,5.2,13777.0
536578,01-12-2010 16:15,25.65,17690.0
536579,01-12-2010 16:16,2.51,13777.0
536580,01-12-2010 16:17,9.15,17690.0
536581,01-12-2010 16:19,1.65,13777.0
536582,01-12-2010 16:21,50.33,12947.0
536583,01-12-2010 16:21,1.65,13777.0
536584,01-12-2010 16:22,2.95,13777.0
536585,01-12-2010 16:24,9.95,17460.0
536586,01-12-2010 16:25,48.65,18229.0
536587,01-12-2010 16:33,38.95,14142.0
536588,01-12-2010 16:49,36.25,17069.0
536589,01-12-2010 16:50,0.0,
536590,01-12-2010 16:52,73.11000000000001,13065.0
536591,01-12-2010 16:57,117.95000000000005,14606.0
536592,01-12-2010 17:06,3612.350000000002,
536593,01-12-2010 17:15,26.7,16835.0
536594,01-12-2010 17:22,13.55,15235.0
536595,01-12-2010 17:24,36.04,13576.0
536596,01-12-2010 17:29,34.34,
536597,01-12-2010 17:35,66.10999999999999,18011.0
536598,02-12-2010 07:48,7.6,13090.0
536599,02-12-2010 07:49,32.150000000000006,15694.0
536600,02-12-2010 08:32,78.57,17850.0
536601,02-12-2010 08:33,3.7,17850.0
536602,02-12-2010 08:34,35.46,17850.0
536603,02-12-2010 08:40,3.7,17850.0
536604,02-12-2010 08:43,16.15,14741.0
536605,02-12-2010 08:52,49.80000000000002,13715.0
536607,02-12-2010 09:29,89.09000000000002,17732.0
536608,02-12-2010 09:37,4.65,12855.0
536609,02-12-2010 09:41,49.81,17850.0
536610,02-12-2010 09:42,3.7,17850.0
536611,02-12-2010 09:43,26.400000000000002,15752.0
536612,02-12-2010 09:44,42.160000000000004,17850.0
536613,02-12-2010 09:44,30.02,17855.0
536614,02-12-2010 09:44,3.7,17850.0
536615,02-12-2010 10:09,67.99,14047.0
536616,02-12-2010 10:10,3.39,17925.0
536617,02-12-2010 10:17,23.470000000000002,13941.0
536618,02-12-2010 10:17,30.110000000000003,17017.0
536619,02-12-2010 10:18,5.2,17017.0
536620,02-12-2010 10:27,28.980000000000004,14135.0
536621,02-12-2010 10:35,17.520000000000003,13108.0
536623,02-12-2010 10:39,82.52000000000004,15601.0
536624,02-12-2010 10:45,75.94000000000001,13418.0
536626,02-12-2010 10:46,2.1,13418.0
536627,02-12-2010 10:53,100.70000000000002,15658.0
536628,02-12-2010 10:54,49.81,17850.0
536629,02-12-2010 10:55,3.7,17850.0
536630,02-12-2010 10:56,49.81,17850.0
536631,02-12-2010 10:58,3.7,17850.0
536632,02-12-2010 11:02,63.20000000000001,14388.0
536633,02-12-2010 11:20,45.29999999999999,14901.0
536634,02-12-2010 11:21,28.64,18041.0
536635,02-12-2010 11:22,58.91000000000001,15955.0
536636,02-12-2010 11:23,2.95,15070.0
536637,02-12-2010 11:35,129.73000000000005,18041.0
536638,02-12-2010 11:41,165.89000000000001,16244.0
536639,02-12-2010 11:45,64.80000000000001,15111.0
536640,02-12-2010 11:45,45.849999999999994,
536641,02-12-2010 11:46,4.25,12748.0
536643,02-12-2010 11:57,87.95000000000002,14390.0
536663,02-12-2010 12:07,11.050000000000002,16546.0
536667,02-12-2010 12:09,50.900000000000006,15260.0
536670,02-12-2010 12:09,1.45,15260.0
536671,02-12-2010 12:10,5.449999999999999,13305.0
536672,02-12-2010 12:10,16.6,14491.0
536673,02-12-2010 12:11,5.91,14060.0
536674,02-12-2010 12:16,59.110000000000014,15923.0
536676,02-12-2010 12:18,122.35000000000002,16752.0
536681,02-12-2010 12:22,36.54,17287.0
536685,02-12-2010 12:23,85.56,17850.0
536688,02-12-2010 12:24,3.7,17850.0
536690,02-12-2010 12:25,85.56,17850.0
536693,02-12-2010 12:26,3.7,17850.0
536698,02-12-2010 12:28,47.800000000000004,15363.0
536707,02-12-2010 12:33,100.00000000000001,12915.0
536732,02-12-2010 12:47,50.78,15544.0
536733,02-12-2010 12:50,25.850000000000005,15738.0
536735,02-12-2010 12:58,1.65,17381.0
536736,02-12-2010 12:59,4.140000000000001,17381.0
536738,02-12-2010 13:06,43.120000000000005,15827.0
536739,02-12-2010 13:08,103.80000000000001,14180.0
536740,02-12-2010 13:08,17.9,15827.0
536741,02-12-2010 13:11,25.540000000000003,13117.0
536742,02-12-2010 13:14,127.09000000000006,16916.0
536743,02-12-2010 13:32,124.66000000000003,17964.0
536744,02-12-2010 13:36,57.3,14466.0
536745,02-12-2010 13:38,34.3,17235.0
536746,02-12-2010 13:39,69.5,16510.0
536747,02-12-2010 13:44,18.42,17802.0
536748,02-12-2010 13:45,33.0,15107.0
536749,02-12-2010 13:49,229.5799999999999,17976.0
536750,02-12-2010 14:04,95.46,17850.0
536751,02-12-2010 14:05,3.7,17850.0
536752,02-12-2010 14:06,95.46,17850.0
536753,02-12-2010 14:07,3.7,17850.0
536754,02-12-2010 14:09,86.79000000000003,14449.0
536755,02-12-2010 14:14,54.25,
536756,02-12-2010 14:23,63.65000000000001,
536759,02-12-2010 14:26,85.15,16781.0
536761,02-12-2010 14:30,31.9,13491.0
536762,02-12-2010 14:40,38.46,16186.0
536763,02-12-2010 14:42,18.64,17685.0
536764,02-12-2010 14:42,0.0,
536765,02-12-2010 14:43,0.0,
536769,02-12-2010 14:47,79.1,17581.0
536771,02-12-2010 14:49,14.09,17581.0
536777,02-12-2010 15:00,9.219999999999999,15732.0
536778,02-12-2010 15:03,38.72,13138.0
536779,02-12-2010 15:08,15.0,15823.0
536780,02-12-2010 15:09,12.8,
536781,02-12-2010 15:14,2.1,17460.0
536782,02-12-2010 15:18,94.80000000000003,17567.0
536783,02-12-2010 15:19,66.56,15061.0
536784,02-12-2010 15:20,46.22,15061.0
536785,02-12-2010 15:22,17.61,15061.0
536786,02-12-2010 15:23,5.5,15061.0
536787,02-12-2010 15:24,36.260000000000005,17850.0
536788,02-12-2010 15:25,1.25,15061.0
536789,02-12-2010 15:25,3.7,17850.0
536790,02-12-2010 15:26,93.14999999999999,17850.0
536791,02-12-2010 15:27,3.7,17850.0
536792,02-12-2010 15:28,1.25,15061.0
536793,02-12-2010 15:39,33.85,16203.0
536794,02-12-2010 15:40,13.55,13767.0
536795,02-12-2010 15:40,12.829999999999998,15640.0
536796,02-12-2010 15:46,253.67999999999986,15574.0
536797,02-12-2010 15:49,15.899999999999999,16770.0
536798,02-12-2010 15:55,78.94000000000003,17838.0
536799,02-12-2010 16:00,31.100000000000012,17228.0
536800,02-12-2010 16:12,34.260000000000005,14829.0
536801,02-12-2010 16:12,36.75,
536802,02-12-2010 16:29,37.650000000000006,17412.0
536803,02-12-2010 16:33,3.75,14911.0
536804,02-12-2010 16:34,105.66000000000003,14031.0
536805,02-12-2010 16:38,23.010000000000005,14775.0
536806,02-12-2010 16:42,2.92,12971.0
536808,02-12-2010 16:46,75.7,17659.0
536809,02-12-2010 16:48,0.55,15299.0
536810,02-12-2010 16:50,1.49,15299.0
536811,02-12-2010 16:51,7.65,15299.0
536813,02-12-2010 16:59,23.65,15646.0
536819,02-12-2010 17:12,46.440000000000005,13402.0
536821,02-12-2010 17:17,57.70000000000002,17757.0
536823,02-12-2010 17:22,12.65,13011.0
536824,02-12-2010 17:24,2.55,13798.0
536830,02-12-2010 17:38,1.24,16754.0
536831,02-12-2010 17:40,12.0,16029.0
536832,02-12-2010 17:41,37.599999999999994,16634.0
536833,02-12-2010 17:48,96.89999999999999,18239.0
536834,02-12-2010 17:51,2.95,14576.0
536835,02-12-2010 18:06,295.0,13145.0
536836,02-12-2010 18:08,116.39,18168.0
536837,02-12-2010 18:15,80.05000000000001,14395.0
536838,02-12-2010 18:23,1.3599999999999999,14865.0
536839,02-12-2010 18:25,22.280000000000015,15093.0
536840,02-12-2010 18:27,43.45,12738.0
536841,02-12-2010 18:27,73.44000000000001,16150.0
536842,02-12-2010 18:45,37.089999999999996,17552.0
536843,02-12-2010 18:46,11.2,17552.0
536844,02-12-2010 18:49,16.65,14236.0
536845,02-12-2010 19:18,105.05000000000001,17961.0
536846,02-12-2010 19:59,304.6999999999999,14573.0
536847,03-12-2010 09:31,10.889999999999999,17135.0
536848,03-12-2010 09:39,5.85,13408.0
536849,03-12-2010 09:45,11.25,17396.0
536851,03-12-2010 09:49,108.05000000000001,12967.0
536852,03-12-2010 09:51,22.810000000000002,12686.0
536856,03-12-2010 10:26,145.39,13370.0
536857,03-12-2010 10:33,62.240000000000016,16883.0
536858,03-12-2010 10:36,55.45,13520.0
536859,03-12-2010 10:43,65.76999999999998,12841.0
536860,03-12-2010 10:43,39.470000000000006,16905.0
536861,03-12-2010 10:44,49.25,12427.0
536862,03-12-2010 11:13,882.8800000000003,
536863,03-12-2010 11:19,90.23000000000003,17967.0
536864,03-12-2010 11:27,471.53999999999996,
536865,03-12-2010 11:28,1435.220000000001,
536866,03-12-2010 11:28,8.47,
536874,03-12-2010 11:35,189.84999999999994,16891.0
536876,03-12-2010 11:36,3635.9700000000043,
536883,03-12-2010 11:41,0.42,
536884,03-12-2010 11:42,23.85,14589.0
536885,03-12-2010 11:42,34.10000000000001,
536890,03-12-2010 11:48,1.8599999999999999,14156.0
536920,03-12-2010 12:01,13.459999999999997,
536938,03-12-2010 12:05,46.04,14680.0
536941,03-12-2010 12:08,0.0,
536942,03-12-2010 12:08,0.0,
536943,03-12-2010 12:11,53.56999999999999,17884.0
536944,03-12-2010 12:20,7.8500000000000005,12557.0
536945,03-12-2010 12:24,190.9299999999999,14083.0
536946,03-12-2010 12:28,90.26000000000002,13013.0
536947,03-12-2010 12:29,110.02999999999999,13013.0
536954,03-12-2010 12:41,4.25,17809.0
536956,03-12-2010 12:43,67.50000000000001,14210.0
536957,03-12-2010 12:43,48.65,17809.0
536960,03-12-2010 12:48,35.699999999999996,16477.0
536967,03-12-2010 12:57,19.95,12600.0
536968,03-12-2010 13:09,7.0,16013.0
536969,03-12-2010 13:10,2.75,16013.0
536970,03-12-2010 13:12,10.95,17949.0
536971,03-12-2010 13:40,18.99,12779.0
536972,03-12-2010 13:42,97.70000000000002,16926.0
536973,03-12-2010 13:43,108.72,17787.0
536974,03-12-2010 13:59,67.07000000000001,12682.0
536975,03-12-2010 14:04,302.80000000000007,14911.0
536976,03-12-2010 14:18,37.56999999999999,14723.0
536977,03-12-2010 14:18,36.940000000000005,17954.0
536980,03-12-2010 14:26,29.23,17819.0
536981,03-12-2010 14:26,80.85000000000001,14723.0
536982,03-12-2010 14:27,842.62,
536983,03-12-2010 14:30,46.64,12712.0
536984,03-12-2010 14:35,107.35000000000001,17841.0
536985,03-12-2010 14:40,102.95,15373.0
536986,03-12-2010 14:40,11.969999999999999,16140.0
536987,03-12-2010 14:54,151.89999999999998,17198.0
536988,03-12-2010 15:05,126.28000000000003,17238.0
536989,03-12-2010 15:10,98.00000000000001,17238.0
536990,03-12-2010 15:14,38.4,12793.0
536991,03-12-2010 15:16,6.800000000000001,
536992,03-12-2010 15:16,2.55,15769.0
536993,03-12-2010 15:19,101.95,14396.0
536994,03-12-2010 15:25,24.65,14898.0
536995,03-12-2010 15:29,0.0,
536996,03-12-2010 15:30,0.0,
536997,03-12-2010 15:30,0.0,
536998,03-12-2010 15:30,0.0,
536999,03-12-2010 15:32,0.0,
537000,03-12-2010 15:32,0.0,
537001,03-12-2010 15:33,0.0,
537002,03-12-2010 15:33,0.0,
537003,03-12-2010 15:33,0.0,
537004,03-12-2010 15:34,0.0,
537005,03-12-2010 15:35,0.0,
537006,03-12-2010 15:36,0.0,
537007,03-12-2010 15:36,0.0,
537008,03-12-2010 15:37,0.0,
537009,03-12-2010 15:38,0.0,
537010,03-12-2010 15:38,0.0,
537011,03-12-2010 15:38,0.0,
537012,03-12-2010 15:39,0.0,
537013,03-12-2010 15:40,0.0,
537014,03-12-2010 15:40,0.0,
537015,03-12-2010 15:41,0.0,
537016,03-12-2010 15:41,0.0,
537017,03-12-2010 15:41,0.0,
537018,03-12-2010 15:42,0.0,
537019,03-12-2010 15:43,0.0,
537020,03-12-2010 15:43,0.0,
537021,03-12-2010 15:43,0.0,
537022,03-12-2010 15:45,98.50000000000001,12725.0
537023,03-12-2010 16:02,80.83,16725.0
537025,03-12-2010 16:21,58.440000000000005,
537026,03-12-2010 16:35,37.41,12395.0
537027,03-12-2010 16:36,0.0,
537028,03-12-2010 16:36,0.0,
537029,03-12-2010 16:37,0.0,
537030,03-12-2010 16:44,24.599999999999998,16455.0
537031,03-12-2010 16:45,7.5,16455.0
537032,03-12-2010 16:50,0.0,
537034,03-12-2010 17:20,153.11,13081.0
537035,03-12-2010 17:21,1.45,13081.0
537036,03-12-2010 17:28,92.47,15545.0
537037,05-12-2010 10:03,33.800000000000004,17243.0
537038,05-12-2010 10:12,43.05,15465.0
537040,05-12-2010 10:27,12.399999999999999,13089.0
537041,05-12-2010 10:36,80.94000000000001,16033.0
537042,05-12-2010 10:45,196.07999999999996,13838.0
537044,05-12-2010 10:52,115.35000000000002,18055.0
537045,05-12-2010 10:54,104.62999999999998,15038.0
537046,05-12-2010 10:58,68.4,18109.0
537047,05-12-2010 11:02,68.90000000000002,13069.0
537048,05-12-2010 11:03,5.9,13069.0
537049,05-12-2010 11:04,54.75000000000001,16241.0
537050,05-12-2010 11:10,95.25000000000003,14800.0
537051,05-12-2010 11:12,162.57999999999998,15708.0
537052,05-12-2010 11:15,19.869999999999997,16839.0
537053,05-12-2010 11:38,14.0,16168.0
537054,05-12-2010 11:40,80.95,16931.0
537055,05-12-2010 11:45,49.69000000000001,16814.0
537057,05-12-2010 11:49,131.79000000000002,15351.0
537058,05-12-2010 11:51,40.57,13269.0
537059,05-12-2010 11:54,62.44000000000002,14813.0
537065,05-12-2010 11:57,287.18999999999994,12567.0
537067,05-12-2010 11:57,22.35,14813.0
537077,05-12-2010 11:59,54.93,17062.0
537081,05-12-2010 12:00,73.59,15332.0
537086,05-12-2010 12:01,22.499999999999996,15332.0
537090,05-12-2010 12:02,1.25,15332.0
537111,05-12-2010 12:08,66.83999999999999,14810.0
537117,05-12-2010 12:09,4.25,16353.0
537126,05-12-2010 12:13,300.2099999999998,18118.0
537127,05-12-2010 12:13,5.1,13831.0
537128,05-12-2010 12:15,63.520000000000024,12841.0
537129,05-12-2010 12:15,48.19,13506.0
537130,05-12-2010 12:23,80.00000000000001,17796.0
537131,05-12-2010 12:26,95.00000000000001,15716.0
537133,05-12-2010 12:29,163.98999999999998,18156.0
537134,05-12-2010 12:34,22.29,16983.0
537135,05-12-2010 12:35,249.6299999999997,17059.0
537136,05-12-2010 12:42,84.14000000000003,12748.0
537137,05-12-2010 12:43,116.41000000000001,16327.0
537138,05-12-2010 12:44,68.91,17211.0
537139,05-12-2010 12:47,14.45,17026.0
537140,05-12-2010 12:53,60.050000000000004,12748.0
537141,05-12-2010 12:57,176.14999999999998,15570.0
537142,05-12-2010 12:57,38.5,12748.0
537144,05-12-2010 13:00,227.8699999999999,15880.0
537153,05-12-2010 13:03,105.16000000000003,16718.0
537154,05-12-2010 13:05,198.09999999999982,15808.0
537155,05-12-2010 13:05,48.93000000000001,12748.0
537156,05-12-2010 13:08,101.75,17858.0
537158,05-12-2010 13:10,21.55,16393.0
537159,05-12-2010 13:17,149.95000000000002,14527.0
537160,05-12-2010 13:18,73.95,14161.0
537163,05-12-2010 13:21,30.859999999999992,17863.0
537176,05-12-2010 13:26,47.85,16411.0
537179,05-12-2010 13:29,44.74000000000001,13767.0
537192,05-12-2010 13:42,149.74999999999991,16402.0
537193,05-12-2010 13:49,130.24999999999997,15023.0
537194,05-12-2010 13:53,3.39,17402.0
537195,05-12-2010 13:55,106.74000000000001,15311.0
537196,05-12-2010 13:55,255.1799999999998,15426.0
537197,05-12-2010 14:02,100.4,12647.0
537198,05-12-2010 14:03,24.75,12647.0
537199,05-12-2010 14:06,75.87000000000002,15894.0
537200,05-12-2010 14:17,77.36000000000001,15867.0
537201,05-12-2010 14:19,168.00999999999993,12472.0
537202,05-12-2010 14:25,140.05,14506.0
537204,05-12-2010 14:45,26.28000000000002,15555.0
537205,05-12-2010 14:52,18.509999999999998,13034.0
537206,05-12-2010 15:02,15.950000000000001,15235.0
537207,05-12-2010 15:06,104.97000000000003,17402.0
537208,05-12-2010 15:12,194.59999999999994,15889.0
537209,05-12-2010 15:12,119.51,14606.0
537210,05-12-2010 15:15,40.53,15953.0
537211,05-12-2010 15:18,47.45,16143.0
537212,05-12-2010 15:21,80.42000000000002,12720.0
537213,05-12-2010 15:26,7.8,12748.0
537214,05-12-2010 15:35,18.57,16422.0
537215,05-12-2010 15:38,21.130000000000003,12747.0
537216,05-12-2010 15:40,65.75000000000001,15502.0
537217,05-12-2010 15:40,41.800000000000004,15502.0
537218,05-12-2010 15:46,28.989999999999995,12763.0
537219,05-12-2010 15:47,209.51999999999998,14081.0
537220,05-12-2010 15:49,3.35,
537221,05-12-2010 15:54,26.049999999999997,17965.0
537222,05-12-2010 16:00,82.33,14404.0
537223,05-12-2010 16:10,41.25,13579.0
537224,05-12-2010 16:24,519.7500000000001,13174.0
537225,05-12-2010 16:41,195.4699999999999,12748.0
537226,06-12-2010 08:34,23.18,15987.0
537227,06-12-2010 08:42,52.820000000000014,17677.0
537228,06-12-2010 08:43,2.1,17677.0
537229,06-12-2010 08:44,1.45,17677.0
537230,06-12-2010 09:20,2.95,
537231,06-12-2010 09:21,70.25000000000001,13652.0
537233,06-12-2010 09:37,29.15,17428.0
537235,06-12-2010 09:45,12.63,17381.0
537236,06-12-2010 09:52,53.49,16858.0
537237,06-12-2010 09:58,3713.99,
537238,06-12-2010 10:03,41.85,16161.0
537239,06-12-2010 10:05,60.480000000000004,18219.0
537240,06-12-2010 10:08,3723.709999999999,
537241,06-12-2010 10:18,36.58000000000001,14293.0
537242,06-12-2010 10:19,68.84000000000002,14748.0
537243,06-12-2010 10:19,4.2,16638.0
537244,06-12-2010 10:20,7.24,17674.0
537245,06-12-2010 10:24,4.3,14748.0
537246,06-12-2010 10:27,40.1,12808.0
537247,06-12-2010 10:34,3.6,13094.0
537248,06-12-2010 10:36,16.5,15899.0
537249,06-12-2010 10:38,1.65,16955.0
537250,06-12-2010 10:43,48.33,12708.0
537252,06-12-2010 10:46,0.85,
537253,06-12-2010 10:53,53.220000000000006,
537254,06-12-2010 11:01,169.20000000000002,15898.0
537255,06-12-2010 11:03,50.27,14443.0
537256,06-12-2010 11:06,26.840000000000003,16210.0
537257,06-12-2010 11:10,35.05,17691.0
537258,06-12-2010 11:16,14.55,17227.0
537262,06-12-2010 11:26,211.1099999999999,15039.0
537265,06-12-2010 11:26,142.93999999999997,15919.0
537298,06-12-2010 11:37,35.25,13497.0
537301,06-12-2010 11:38,37.51,15860.0
537312,06-12-2010 11:42,20.47,14189.0
537313,06-12-2010 11:42,34.550000000000004,15304.0
537332,06-12-2010 11:58,59.50000000000001,14344.0
537334,06-12-2010 12:06,199.18999999999994,16719.0
537335,06-12-2010 12:15,66.35000000000002,15048.0
537346,06-12-2010 12:21,89.22999999999999,15301.0
537350,06-12-2010 12:23,31.65,14708.0
537351,06-12-2010 12:23,72.09000000000002,16898.0
537354,06-12-2010 12:23,57.87000000000002,12748.0
537359,06-12-2010 12:30,33.1,14825.0
537360,06-12-2010 12:31,1.06,18113.0
537361,06-12-2010 12:34,0.0,
537362,06-12-2010 12:34,135.6700000000001,17596.0
537363,06-12-2010 12:35,0.0,
537364,06-12-2010 12:36,0.0,
537365,06-12-2010 12:38,62.10000000000002,15078.0
537366,06-12-2010 12:39,34.5,14085.0
537367,06-12-2010 12:39,2.1,15078.0
537368,06-12-2010 12:40,103.05000000000001,14911.0
537369,06-12-2010 12:41,148.26999999999998,17860.0
537370,06-12-2010 12:44,151.52999999999997,13155.0
537371,06-12-2010 12:47,39.040000000000006,15028.0
537372,06-12-2010 12:52,73.62,16919.0
537374,06-12-2010 12:55,192.61999999999995,17259.0
537375,06-12-2010 12:55,104.57999999999998,17019.0
537376,06-12-2010 12:59,32.30000000000001,16722.0
537377,06-12-2010 13:01,28.360000000000007,15882.0
537378,06-12-2010 13:06,105.4,14911.0
537380,06-12-2010 13:12,4.2,15882.0
537381,06-12-2010 13:13,69.96000000000002,14667.0
537382,06-12-2010 13:13,125.77999999999996,16710.0
537384,06-12-2010 13:21,11.350000000000001,15984.0
537385,06-12-2010 13:22,38.650000000000006,14487.0
537386,06-12-2010 13:32,6.95,14911.0
537387,06-12-2010 13:34,65.89,13468.0
537388,06-12-2010 13:35,36.14999999999999,17682.0
537389,06-12-2010 13:41,55.45,17757.0
537390,06-12-2010 13:47,24.169999999999998,16658.0
537391,06-12-2010 13:53,133.08999999999995,16550.0
537392,06-12-2010 13:58,62.45,17068.0
537393,06-12-2010 13:59,112.52000000000001,13089.0
537394,06-12-2010 14:00,8.889999999999999,13089.0
537395,06-12-2010 14:05,105.47999999999999,15356.0
537396,06-12-2010 14:08,153.35000000000002,17223.0
537397,06-12-2010 14:19,17.700000000000003,16817.0
537399,06-12-2010 14:31,187.7199999999999,13030.0
537400,06-12-2010 14:36,132.86,17191.0
537401,06-12-2010 14:37,0.0,
537403,06-12-2010 14:43,15.450000000000001,17191.0
537404,06-12-2010 14:46,40.92,17191.0
537405,06-12-2010 14:51,205.83999999999997,17841.0
537407,06-12-2010 14:55,45.199999999999996,15502.0
537409,06-12-2010 15:00,44.59000000000001,15194.0
537410,06-12-2010 15:03,2.1,14409.0
537411,06-12-2010 15:06,8.2,
537412,06-12-2010 15:06,1.85,14409.0
537415,06-12-2010 15:09,51.300000000000004,16654.0
537418,06-12-2010 15:13,98.13999999999999,17884.0
537419,06-12-2010 15:14,36.04999999999999,13495.0
537420,06-12-2010 15:18,71.55,17519.0
537421,06-12-2010 15:25,128.8,17218.0
537422,06-12-2010 15:27,77.3,17812.0
537423,06-12-2010 15:34,12.7,14215.0
537424,06-12-2010 15:35,9.15,15602.0
537425,06-12-2010 15:35,0.0,
537426,06-12-2010 15:36,0.0,
537427,06-12-2010 15:37,0.0,
537428,06-12-2010 15:38,84.94,17320.0
537429,06-12-2010 15:54,15.519999999999998,12748.0
537430,06-12-2010 16:05,0.0,
537432,06-12-2010 16:10,0.0,
537433,06-12-2010 16:36,12.239999999999998,12913.0
